183
10
8,9,10,10,10,10,8,10,10,7.4,1
6,0,0,8,0,0,0,0,9.7,6.4,2
10,10,10,10,10,10,10,10,9.7,10,6
8,10,10,10,10,10,10,10,5.3,9.25,1
4,6,10,9.5,0,5.2,0,0,4.6,5.2,1
7,8.5,9,10,0,10,10,10,8.5,9.5,2
9,9.5,10,10,10,9.8,10,10,10,10,4
6,9,10,6,0,10,10,10,8.95,10,2
9,10,10,10,10,9,10,10,8.9,7.9,1
8,9.5,10,10,10,9.9,10,10,9.9,7.55,3
10,10,10,10,10,10,10,10,10,10,4
7,10,10,10,10,10,10,10,6,10,1
10,10,10,10,10,10,10,10,5.25,10,4
7,7.5,10,8,0,0,0,10,5.65,4.5,2
10,10,10,10,10,10,10,10,8.75,10,6
8,9,10,10,9,10,10,10,7.25,6.5,2
6,9.5,7,10,0,8,9.5,10,6.7,4.5,1
9,10,10,10,10,10,10,10,7.2,10,2
9,10,10,10,10,6,10,10,9.9,10,7
8,9,10,10,0,10,10,10,10,8.3,1
6,9,10,10,0,7.5,10,10,5,4.6,2
9,10,10,10,10,10,10,10,10,9.75,1
8,10,10,10,10,10,10,10,9.15,10,1
5,9,10,0,0,0,0,10,5.4,4.8,1
9,10,10,10,10,10,10,10,10,10,5
6,7.5,8,10,10,10,10,10,9.25,5.6,2
7,9.75,10,10,9.8,10,10,10,6.75,9,2
9,9.5,10,10,10,10,10,10,9.4,9,2
7,9.5,0,0,0,0,0,8,5.65,9.5,1
9,10,6,8,10,10,10,10,10,10,4
6,9.75,6,10,0,10,0,0,6.3,6.5,1
10,10,10,10,10,10,10,10,5.7,10,6
8,9.5,10,10,0,8.5,10,10,6.05,6.75,3
6,10,4.8,0,0,6.5,10,10,6.15,10,1
6,9.5,10,10,0,10,10,10,6.6,7,2
8,10,10,10,10,10,10,10,10,8.75,1
10,9.5,10,10,10,10,10,10,10,10,5
8,9,2.4,10,10,0,10,10,9.9,10,1
8,10,10,10,10,10,10,10,10,7.75,1
6,9.5,9,10,7,10,10,10,5.2,7.75,1
8,5.5,10,10,9,10,10,10,9.75,9.8,3
10,10,10,10,10,10,10,10,10,10,4
6,10,6,10,0,7.5,10,10,7.75,10,1
6,0,10,10,0,0,10,10,6.5,10,1
8,10,10,10,10,10,10,10,10,8.5,1
6,0,0,0,0,0,0,0,6.75,10,1
7,10,10,10,0,9,10,10,6.25,10,1
10,10,10,10,10,10,10,10,10,10,7
8,9.8,10,10,9.5,10,10,10,10,9.8,1
10,9.8,10,10,10,10,10,10,10,10,7
6,9.8,10,10,0,6,6,0,5.75,9.9,1
7,8.5,10,9.5,9.5,9,9.5,6,10,8.75,1
10,10,10,10,10,10,10,10,10,10,6
9,7.5,9.6,10,10,10,10,10,10,10,1
5,10,10,8,8,6,0,0,6.5,0,3
10,10,10,10,10,10,10,10,10,10,4
8,10,10,10,10,10,10,10,9.75,8,3
10,10,10,10,10,10,10,10,10,10,5
6,7,10,10,10,10,9,9.9,9.25,6.75,1
9,10,9.2,6,8,10,10,10,8.25,10,3
10,10,10,10,10,10,10,10,10,9.15,3
7,9.5,9.2,10,10,10,9,10,10,6.5,3
10,10,10,10,10,10,10,10,10,10,3
7,9.2,9.2,8.4,0,10,9.5,9,6,10,1
9,10,10,10,10,10,10,10,8.7,10,2
4,9,9.2,10,10,2.6,10,10,9.5,6.5,2
5,9.6,9.5,6,0,6,0,9,6.75,6.5,1
5,10,5.5,0,0,0,0,0,10,0,3
4,0,0,0,0,0,0,0,1,8,1
9,9.4,10,10,10,10,10,10,9,9,1
8,10,10,10,9,10,10,10,9.75,9.5,2
6,10,6,9,10,5.9,9.8,10,9,8.25,1
10,10,10,9,0,9.5,10,10,9.5,10,4
10,9.2,10,10,10,10,10,10,8.75,10,5
9,10,10,10,10,10,10,10,10,10,2
4,10,0,10,0,0,10,10,8.5,10,2
7,6,10,10,8,10,10,0,10,10,1
10,10,10,10,10,10,10,10,10,10,3
10,10,10,10,10,10,10,10,10,10,5
4,3,6,0,0,0,0,0,9,4.5,1
9,10,10,10,10,10,10,10,10,7.25,5
8,7,10,9.5,10,10,10,10,6.5,10,2
4,6,6,0,0,0,0,0,7.75,5.75,1
5,9,0,0,0,4.5,0,0,6,6.5,1
6,10,6,0,0,6,0,0,5.5,6.25,1
4,5.75,3.6,0,0,4.5,0,0,0,4.5,1
10,10,10,10,10,10,10,10,10,10,2
8,7,5.5,10,10,7.5,9.8,8,6.25,8.25,3
8,10,10,10,10,10,10,10,10,8.25,3
6,5.75,6,8,10,4.4,0,10,4,5.5,2
9,8,10,10,10,10,10,10,10,10,4
7,9.2,10,10,0,0,10,10,9.5,9.5,3
9,8,10,10,10,8,10,10,9.8,10,4
9,9.2,10,10,10,10,10,10,9.9,9,2
10,10,10,10,10,10,10,10,10,10,7
10,10,10,10,10,10,10,10,10,5,5
8,10,10,10,10,10,10,10,10,10,3
8,10,10,8,0,8.5,10,10,9.25,10,1
5,10,10,9,0,8.5,0,8,6.5,6,1
6,10,6,10,0,6,10,10,4.5,10,2
10,10,10,10,10,10,10,10,10,10,2
4,10,3.5,0,0,0,0,0,6.5,3.5,1
7,8.5,10,10,0,6,10,10,5.5,10,1
6,10,6,10,10,10,10,10,5,4.5,2
9,10,10,10,10,10,10,10,10,10,4
7,9,6,10,10,10,10,10,6.65,8.25,1
9,9.2,10,10,10,10,10,10,10,10,4
9,8,10,10,10,10,10,10,7.25,10,1
10,10,10,10,10,10,10,10,9.75,8.25,4
7,10,10,10,10,10,10,10,10,10,5
8,8.5,6,10,10,10,10,10,7.75,8.5,5
9,10,10,10,10,9.8,0,10,9.8,9,6
8,6,10,10,10,10,10,10,10,10,3
9,10,10,10,10,8.5,10,10,6.5,10,4
4,8,6,6,0,6,0,0,10,0,1
6,0,0,0,0,0,0,0,6.5,4.5,1
7,6,6,10,10,10,10,10,8.5,10,1
7,10,6,10,10,0,10,10,10,9,1
5,6,6,0,0,10,10,0,5.5,6.25,3
4,5.5,8,9,0,7,10,9.75,5,6.5,2
9,10,10,10,10,10,8,10,10,10,3
8,10,6,6,0,6,6,0,8.8,10,3
7,6,6,4.2,0,6,10,0,8.5,7.5,1
10,10,10,10,10,10,10,10,10,9.9,5
4,8.8,7,5.5,10,6,0,0,9.25,0,2
8,10,10,10,10,10,10,10,9.75,8,1
9,10,10,10,10,10,10,10,10,10,4
10,10,10,10,10,10,10,10,10,10,7
5,9.5,6,0,10,9.4,10,9,7.9,9,1
5,9.5,6,5.75,0,0,0,10,5.9,6,1
8,7,6,10,7,10,10,10,10,10,1
9,10,10,10,10,10,10,10,8.3,10,7
6,10,7,0,0,8,0,10,6.5,9,2
9,10,9.6,10,9.5,10,10,10,10,10,5
10,9.5,10,10,10,10,10,10,10,7.75,6
9,10,10,10,10,10,10,10,8,8.4,1
6,10,6,10,10,10,10,10,9.5,7.75,1
8,9.5,10,10,10,10,10,10,10,10,1
9,9.2,8.4,10,10,10,10,10,10,10,1
6,9,6,6,0,6,0,10,6.5,7.75,2
7,10,10,10,10,10,10,10,10,6.5,1
4,10,10,10,8,0,6,10,6.5,5.5,4
7,10,10,10,10,10,10,10,9.9,6.5,1
6,9.2,6,3,0,6,0,10,6.25,6,1
10,9.6,10,10,10,10,10,10,10,10,7
7,10,9,10,10,10,10,10,9.25,6.75,3
8,10,10,0,0,6,0,0,9.25,10,2
8,8,10,10,10,10,10,8,8.75,9.8,1
9,10,10,10,8,10,10,10,10,10,3
8,6,10,10,10,10,10,10,8.25,5.5,1
7,10,10,6,0,10,10,10,8.25,10,1
7,10,10,10,0,10,0,0,9,10,1
8,10,10,10,10,10,10,10,6.5,10,3
8,10,10,10,9.5,10,10,10,8.75,9.5,6
8,6,9,10,10,10,10,10,8,10,2
10,9.5,10,10,10,10,10,10,9.5,10,4
9,9,10,10,8,6,10,10,10,9.5,3
9,10,10,10,10,10,10,10,10,10,1
8,10,10,10,10,10,10,10,10,10,3
8,9.5,10,10,10,10,10,10,6.25,10,2
6,9,6,10,8,6,9,10,6.25,10,1
10,10,10,10,10,10,10,10,10,10,3
7,9.2,6,10,7.75,7.5,10,10,6,5.2,2
9,8.5,10,10,10,10,10,10,6.5,4.85,4
6,7,6,6,10,9.5,10,10,5,8.5,1
7,10,10,10,10,10,10,10,9.8,10,2
9,10,10,10,10,10,10,10,9.9,8.5,1
8,10,10,10,10,10,10,10,10,10,3
7,8,10,10,10,10,10,10,9.75,10,2
7,9.5,10,10,10,10,5,10,5.4,7.9,1
9,9.5,10,10,10,10,10,10,10,10,1
8,10,10,8,10,10,8,10,10,6.5,4
4,0,6,6,10,0,0,0,5.75,3.25,3
7,10,6,0,8.5,2,0,9.5,9,10,1
8,6,9.2,10,0,10,10,10,10,9.25,1
7,10,10,0,0,9.5,0,10,5.7,9.5,2
7,0,0,0,0,9.75,10,7.2,9.25,9.8,1
8,8,9.6,10,10,9.5,10,10,10,10,1
10,8.4,10,10,10,10,10,8,10,10,7
10,10,10,10,10,10,10,10,10,10,5
4,0,0,0,0,6,0,0,5.25,0,1
5,0,6,0,0,5.75,9.75,10,0,6.5,1
4,7.5,5,6,0,8,0,10,10,10,1
